trace_id,created_at,entity_type,entity_id,signal,triggered_rule,evidence,business_impact,generated_action,confidence_level,run_id,generated_at
TRC-0000000364,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1ABD7017,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $998.00.,$998.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000365,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1B108E1B,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000366,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1B337326,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000367,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1B5821AF,Failed Payment,Leakage type: Failed Payment,"3 failed transaction(s) totalling $1,497.00.","$1,497.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000368,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1BA54B0F,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000369,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1CFDB3C7,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000370,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1EB0BA5B,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $998.00.,$998.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000371,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1EDFC04A,Failed Payment,Leakage type: Failed Payment,4 failed transaction(s) totalling $196.00.,$196.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000372,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1F5613AB,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $398.00.,$398.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000373,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1F92FAAD,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000374,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-1FAC8496,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000375,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-208C4C5F,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000376,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-219E1044,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000377,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2267837D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000378,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2268A0CA,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $398.00.,$398.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000379,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2292200D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000380,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-25BCEBD3,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000381,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-264C668B,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000382,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-26DC1040,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000383,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-28315F9A,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000384,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-287B7C45,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000385,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2A07BD4E,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $398.00.,$398.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000386,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2AF6F706,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000387,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2B2FEA72,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000388,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2B34ED91,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000389,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2D54887F,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000390,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2E5F00D8,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000391,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2E6A99D9,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000392,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2F0D837E,Failed Payment,Leakage type: Failed Payment,"1 failed transaction(s) totalling $1,999.00.","$1,999.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000393,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-2F4072AC,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000394,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-306C9097,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000395,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-30FBE78E,Failed Payment,Leakage type: Failed Payment,4 failed transaction(s) totalling $796.00.,$796.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000396,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-30FF824B,Failed Payment,Leakage type: Failed Payment,"3 failed transaction(s) totalling $5,997.00.","$5,997.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000397,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-31340849,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000398,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-3234CE24,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000399,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-3243CBC8,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $998.00.,$998.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000400,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-32764C4D,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000401,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-32AF6D55,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000402,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-334F67AA,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000403,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-33A06EC3,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $98.00.,$98.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000404,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-33BED97C,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000405,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-33F86ABD,Failed Payment,Leakage type: Failed Payment,3 failed transaction(s) totalling $147.00.,$147.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000406,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-34E77F38,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000407,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-35F639CC,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $499.00.,$499.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000408,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-36352A13,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000409,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-36D1175E,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000410,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-376ABA09,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $199.00.,$199.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000411,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-376CE362,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000412,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-39D130EE,Failed Payment,Leakage type: Failed Payment,2 failed transaction(s) totalling $98.00.,$98.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000413,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-3A17DC03,Failed Payment,Leakage type: Failed Payment,"3 failed transaction(s) totalling $1,497.00.","$1,497.00 estimated revenue loss","Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000414,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-3A744262,Failed Payment,Leakage type: Failed Payment,3 failed transaction(s) totalling $597.00.,$597.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000000415,2026-05-01T00:00:00+00:00,RevenueLeakage,CUST-3AAB962C,Failed Payment,Leakage type: Failed Payment,1 failed transaction(s) totalling $49.00.,$49.00 estimated revenue loss,"Trigger automated dunning sequence: retry payment, then request updated payment method.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
